State/Province,Country,Country Lookup: Time Zone,Exlibris Customer Care Region,Account Name,Account Name Internal,Account Currency
QLD,Australia,,EMEA ANZ,St. Joseph's School -Park Avenue (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Joseph's School -Park Avenue (CEO-Rockhampton),USD
TX,United States,,NA,El Paso Community College,El Paso Community College Library,USD
Miyazaki,Japan,Asia/Tokyo,APAC,Minami Kyushu University,Minami Kyushu Daigaku,USD
QLD,Australia,,EMEA ANZ,St. Anthony's Catholic Prim Sch (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Anthony's Catholic Prim Sch (CEO-Rockhampton),USD
UT,United States,,NA,College of Eastern Utah,Utah State University Eastern,USD
QLD,Australia,,EMEA ANZ,St. Mary's Cath Prim Sch STM018 (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Mary's Cath Prim Sch STM018 (CEO-Rockhampton),USD
DC,United States,,NA,Executive Office of the President,Executive Office of the President,USD
Fukuoka,Japan,Asia/Tokyo,APAC,Kitakyushu Shiritsu Daigaku,University of Kitakyushu,USD
QLD,Australia,,EMEA ANZ,St. Patrick's Catholic School (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Patrick's Catholic School (CEO-Rockhampton),USD
MA,United States,,NA,Fitchburg State University,Fitchburg State University Amelia V Gallucci-Cirio Library,USD
,"Korea, Republic of",Asia/Seoul,APAC,Konkuk University,Konkuk University Medical Center Library,USD
QLD,Australia,,EMEA ANZ,St. Joseph's School - Clermont (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Joseph's School - Clermont (CEO-Rockhampton),USD
Blagoevgrad,Bulgaria,Europe/Athens,EMEA ANZ,American University in Bulgaria,American University in Bulgaria Panitza Library,USD
QLD,Australia,,EMEA ANZ,St. Patrick's School - Emerald (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Patrick's School - Emerald (CEO-Rockhampton),USD
DC,United States,,NA,Federal Bureau of Prisons,Federal Bureau of Prisons,USD
QLD,Australia,,EMEA ANZ,Our Lady's School (CEO-Rockhampton),Softlink Australia Pty Ltd - Our Lady's School (CEO-Rockhampton),USD
DC,United States,,NA,Fedlink Fiscal Operations,Federal Library and Information Network **,USD
OH,United States,,NA,Olentangy Shanahan Middle School,Olentangy Shanahan Middle School,USD
QLD,Australia,,EMEA ANZ,St. Mary's Cath Prim Sch STM019 (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Mary's Cath Prim Sch STM019 (CEO-Rockhampton),USD
VA,United States,,NA,Ferrum College,Ferrum College Stanley Library,USD
Akershus,Norway,Europe/Brussels,EMEA ANZ,Forsvarets forskningsinstitutt,Norwegian Defence Research Establishment,USD
QLD,Australia,,EMEA ANZ,St. Francis Xavier Cath Prim Sch (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Francis Xavier Cath Prim Sch (CEO-Rockhampton),USD
NH,United States,,NA,Franklin Pierce University,Franklin Pierce University,USD
,"Korea, Republic of",Asia/Seoul,APAC,Seoul Christian University,Seoul Christian University,USD
QLD,Australia,,EMEA ANZ,MacKillop Catholic Primary Sch (CEO-Rockhampton),Softlink Australia Pty Ltd - MacKillop Catholic Primary Sch (CEO-Rockhampton),USD
MA,United States,,NA,Franklin Olin College of Engineering,Franklin W Olin College of Engineering,USD
QLD,Australia,,EMEA ANZ,St Therese?s Catholic Primary School Monto,Softlink Australia - St Therese?s Catholic Primary School Monto CEO-Rockhampton,USD
CA,United States,,NA,Fresno Pacific University,Fresno Pacific University Libraries,USD
ZUID-HOLLAND,Netherlands,Europe/Amsterdam,EMEA ANZ,Ingressus BV,Ingressus BV,USD
QLD,Australia,,EMEA ANZ,St Mary?s Catholic Primary Sch North Rockhampton,Softlink Australia - St Mary?s Catholic Primary Sch N Rockhampton CEORockhampton,USD
GA,United States,,NA,Georgia Institute of Technology,Georgia Institute of Technology Library,USD
TX,United States,,NA,Eldora Public Library,Biblionix LLC - Eldora Public Library IA,USD
QLD,Australia,,EMEA ANZ,St Anne?s Catholic Primary School Sarina,Softlink Australia - St Anne?s Catholic Primary School Sarina CEO-Rockhampton,USD
IN,United States,,NA,Evansville Vanderburgh Public Library,Evansville Vanderburgh Public Library,USD
QLD,Australia,,EMEA ANZ,Our Lady of the Sacred Heart Sch (CEO-Rockhampton),Softlink Australia Pty Ltd - Our Lady of the Sacred Heart Sch (CEO-Rockhampton),USD
MI,United States,,NA,Flushing Middle School,Flushing Middle School,USD
GA,United States,,NA,Georgia College and State University,Georgia College and State University Ina Dillard Russell Library,USD
Queensland,Australia,,EMEA ANZ,CityLibraries (Townsville),City Libraries Townsville,USD
QLD,Australia,,EMEA ANZ,St John?s Catholic Primary School Walkerston,Softlink Australia Pty Ltd - St John?s Catholic Primary School (CEO-Rockhampton),USD
Akita,Japan,Asia/Tokyo,APAC,Akita International University,Kokusai Kyoyo Daigaku,USD
QLD,Australia,,EMEA ANZ,Sacred Heart Primary School Yeppon,Softlink Australia Pty Ltd - Sacred Heart Primary School (CEO-Rockhampton),USD
WV,United States,,NA,West Virginia State University,West Virginia State University Drain Jordan Library,USD
QLD,Australia,,EMEA ANZ,Religious Education Resource Cntr (CEO-Rockhampton,Softlink Australia Pty Ltd - Religious Education Resource Cntr (CEO-Rockhampton,USD
QLD,Australia,,EMEA ANZ,Emmanuel Catholic Primary School (CEO-Rockhampton),Softlink Australia Pty Ltd - Emmanuel Catholic Primary School (CEO-Rockhampton),USD
OH,United States,,NA,Marysville Public Library,MARYSVILLE PUBLIC LIBRARY,USD
OH,United States,,NA,Pickaway County District Public Library,PICKAWAY CNTY DISTRICT PUBLIC LIBRARY,USD
QLD,Australia,,EMEA ANZ,St Francis Primary School Tannum Sands,Softlink Australia Pty Ltd - St Francis Primary School (CEO-Rockhampton),USD
CA,United States,,NA,Golden Gate University,Golden Gate University Libraries,USD
OH,United States,,NA,Plain City Public Library,PLAIN CITY PUBLIC LIBRARY,USD
QLD,Australia,,EMEA ANZ,St Benedict?s Catholic Prim Sch Pacific Heights,Softlink Australia - St Benedict?s Catholic Prim Sch Pacific Heights Rockhampton,USD
Tokyo,Japan,Asia/Tokyo,APAC,National Institute for Defense Studies,Boeisho Boei Kenkyujo,USD
QLD,Australia,,EMEA ANZ,St. Brigid's School Emerald (CEO-Rockhampton),Softlink Australia Pty Ltd - St. Brigid's School Emerald (CEO-Rockhampton),USD
MA,United States,,NA,Gradient,Gradco LLC,USD
DL,India,Asia/Kolkata,APAC,Indian Council of Medical Research ICMR,Indian Council of Medical Research ICMR,USD
QLD,Australia,,EMEA ANZ,St Brendans Catholic Primary School,Softlink Australia Pty Ltd - St. Brendan's Catholic Prim Sch (CEO-Rockhampton),USD
AR,United States,,NA,Harding University,Harding University,USD
OH,United States,,NA,Pickerington Public Library,PICKERINGTON PUBLIC LIBRARY,USD
QC,Canada,,NA,CIUSSS Nord-de-l'ile-de-Montreal,,USD
OH,United States,,NA,Wagnalls Memorial Library,WAGNALLS MEMORIAL LIBRARY,USD
AR,United States,,NA,Northeast Arkansas Regional Library,Northeast Arkansas Regional Library Paragould,USD
AL,United States,,NA,Blount County Memorial Museum,Blount County Memorial Museum,USD
VAUD,Switzerland,Europe/Brussels,EMEA ANZ,Sommet Education Sarl,Sommet Education Sarl,USD
NY,United States,,NA,Hartwick College,Hartwick College Stevens-German Library,USD
NV,United States,,NA,Douglas County Library,Douglas County Library - NV,USD
TX,United States,,NA,Jay C Byers Memorial Library,Biblionix - Jay C Byers Memorial Library OK,USD
MA,United States,,NA,Harvard University,Harvard Business School Baker Library,USD
CO,United States,,NA,Durango Public Library,Durango Public Library,USD
Shizuoka,Japan,Asia/Tokyo,APAC,Hamamatsu University School of Medicine,Hamamatsu Ika Daigaku Igakubu Fuzoku Byoin,USD
AL,United States,,NA,Cameron Parish Public Library,Book Systems Inc - Cameron Parish Public Library,USD
VA,United States,,NA,Buchanan County Public Library,BUCHANAN COUNTY PUBLIC LIBRARY,USD
VA,United States,,NA,Orange County Public Library,Orange County Public Library - Orange VA,USD
AL,United States,,NA,St Clair County Library,"Book Systems, Inc - St Clair County Library",USD
VA,United States,,NA,Petersburg Public Library,Petersburg Public Library - Petersburg VA,USD
NY,United States,,NA,Township of Russell Public Library,Axiell ALM Inc - Township of Russell Public Library ON,USD
SELANGOR,Malaysia,,APAC,Kementerian Pertahanan Malaysia,Ministry of Defense Malaysia Kementah Library,USD
Bucuresti,Romania,Europe/Bucharest,EMEA ANZ,Dezvoltare Pentru Fizica Inginerie Nucleara Horia,Horia Hulubei National Institute Of Physics and Nuclear Engineering,USD
,Denmark,Europe/Brussels,EMEA ANZ,Aarhus Universitet,Aarhus University Hospital,EUR
MI,United States,,NA,Hillsdale College,Hillsdale College Michael Alex Mossey Library,USD
Bucuresti,Romania,Europe/Bucharest,EMEA ANZ,University of Agronomic Sciences and Veterinary Medicine,University of Agronomic Sciences and Veterinary Medicine,USD
AB,Canada,,NA,"Merced County Office of Education, CA",Merced County Office of Education,USD
,New Zealand,,EMEA ANZ,Conrad Weiser Area School District,Access-It - Conrad Weiser Area School District PA,USD
IN,United States,,NA,Huntington University,Huntington University RichLyn Library,USD
MA,United States,,NA,Industrial Economics Incorporated,Industrial Economics Incorporated IEC,USD
Timis,Romania,Europe/Bucharest,EMEA ANZ,Univ de Stiinte Agricole si Medicina Veterinara,Banat University of Agricultural Sciences and Veterinary Medicine Timisoara,USD
Maribor,Slovenia,Europe/Brussels,EMEA ANZ,Fakulteta Za Uporabne Poslovne In Druzbene Studije,DOBA Faculty of Applied Business and Social Studies Maribor,EUR
KY,United States,,NA,Kentucky State University,Kentucky State University Paul G Blazer Library,USD
Riga,Latvia,Europe/Athens,EMEA ANZ,Transport and Telecommunication Institute,Transport and Telecommunication Institute,USD
OH,United States,,NA,Kenyon College,Kenyon College Chalmers Library,USD
CLUJ,Romania,Europe/Bucharest,EMEA ANZ,"""Lucian Blaga"" Central University Library Cluj",Universitatea Babes-Bolyai Biblioteca Centrala Universitara Lucian Blaga Cluj-Na,USD
VIC,Australia,,EMEA ANZ,Lithgow City Council Regional Lib,,USD
MO,United States,,NA,Westminster College,Westminster College Reeves Library,USD
VIC,Australia,,EMEA ANZ,Penrith City Library,Civica - Penrith City Library,USD
Paris,France,Europe/Paris,EMEA ANZ,American University of Paris,American University of Paris Library,EUR
VIC,Australia,,EMEA ANZ,Bathurst Library,,USD
MI,United States,,NA,Lansing Community College,Lansing Community College Library,USD
VIC,Australia,,EMEA ANZ,City of Armadale,,USD
VIC,Australia,,EMEA ANZ,Southern Downs Library,,USD
WA,United States,,NA,NCW Libraries,NCW Libraries,USD
VIC,Australia,,EMEA ANZ,Corangmite Regional Library,,USD
IA,United States,,NA,Mercy College of Health Sciences,Mercy College of Health Science Library,USD
KS,United States,,NA,Coffey County Library,COFFEY COUNTY LIBRARY,USD
NY,United States,,NA,Lehman College,Lehman College,USD
WA,United States,,NA,North Olympic Library System,NORTH OLYMPIC LIBRARY SYSTEM,USD
VIC,Australia,,EMEA ANZ,Frankston Library Service,Civica - Frankston Library Service,USD
ID,United States,,NA,Lewis Clark State College,Lewis Clark State College Library,USD
GD,China,Asia/Shanghai,APAC,Guangzhou University of Chinese Medicine,Guangzhou Univ of Chinese Medicine,USD
FL,United States,,NA,Manatee County School District,Manatee County Public Schools,USD
VIC,Australia,,EMEA ANZ,Darebin Libraries (Australia),,USD
OH,United States,,NA,Sinclair Community College,Sinclair Community College Library,USD
VIC,Australia,,EMEA ANZ,Stonnington Library and Info Sys,,USD
VIC,Australia,,EMEA ANZ,"Masterton District Council Library, NZ",,USD
TX,United States,,NA,DeSoto Public Library,DESOTO PUBLIC LIBRARY,USD
CA,United States,,NA,Monterey County Free Libraries CU5392 - MONT16862,Innovative Interfaces Inc - Monterey County Free Libraries CU5392 - MONT16862,USD
VA,United States,,NA,Bluefield University,Bluefield University,USD
CA,United States,,NA,Sno-Isle Libraries - CU5507 - SNO-1678,Innovative Interfaces Inc - Sno-Isle Libraries - CU5507 - SNO-1678,USD
LA,United States,,NA,Louisiana Delta Community College,Louisiana Delta Community College,USD
Ibaraki,Japan,Asia/Tokyo,APAC,Norin Suisan Gijutsu Kaigi Jimukyoku Tsukuba Jimusho,Agriculture Forestry and Fisheries Research Council AFFRC,USD
CA,United States,,NA,Orland Park Public Library CU5192 - ORLA1798,Innovative Interfaces Inc - Orland Park Public Library CU5192 - ORLA1798,USD
IL,United States,,NA,Loyola University Chicago Health Sciences Library,Loyola University Health System,USD
TX,United States,,NA,Wahoo Public Library,Biblionix - Wahoo Public Library NE,USD
CA,United States,,NA,Aurora Public Library - CU5067 - AURO1807,Innovative Interfaces Inc - Aurora Public Library - CU5067 - AURO1807,USD
MI,United States,,NA,Macomb Community College,Macomb Community College Library,USD
TX,United States,,NA,Flower Mound Public Library,FLOWER MOUND PUBLIC LIBRARY,USD
CA,United States,,NA,Tempe Public Library - CU5457 - TEMP1822,Innovative Interfaces Inc - Tempe Public Library - CU5457 - TEMP1822,USD
OH,United States,,NA,Malone University,Malone University Ohio,USD
TX,United States,,NA,Lewisville Public Library,Lewisville Public Library,USD
CA,United States,,NA,Santa Cruz Public Library- CU8593,Innovative Interfaces Inc - Santa Cruz Public Library- CU8593,USD
CA,United States,,NA,Kern County Library,Kern County Library Beale Memorial Library,USD
QLD,Australia,,EMEA ANZ,Emmaus College North Rockhampton,Softlink Australia Pty Ltd - Emmaus College - North Rockhampton,USD
VA,United States,,NA,Marymount University,Marymount University Reinsch Library,USD
TN,United States,,NA,Maryville College,Maryville College Lamar Memorial Library,USD
Tochigi,Japan,Asia/Tokyo,APAC,International University of Health & Welfare,Kokusai Iryo Fukushi Daigaku,USD
QLD,Australia,,EMEA ANZ,Newman College,Softlink Australia Pty Ltd - Newman College,USD
NY,United States,,NA,Medgar Evers College,Medgar Evers College Charles Evans Inniss Memorial Library,USD
Haute Garonne,France,Europe/Paris,EMEA ANZ,TBS Education,Toulouse Business School,EUR
AL,United States,,NA,Faulkner University,Faulkner University George H Jones Law Library,USD
QLD,Australia,,EMEA ANZ,Westminster School,Softlink Australia Pty Ltd - Westminster School,USD
Barcelona,Spain,,EMEA ANZ,Universitat Ramon Llull,Ramon Llull University Library,EUR
QLD,Australia,,EMEA ANZ,Living Faith Lutheran Primary School,Softlink Australia Pty Ltd Living Faith Lutheran Primary,USD
TX,United States,,NA,The Colony Public Library,THE COLONY PUBLIC LIBRARY,USD
TX,United States,,NA,College of the Mainland,College of The Mainland,USD
QLD,Australia,,EMEA ANZ,John XXIII College,Softlink Australia Pty Ltd - John XXIII College,USD
PA,United States,,NA,York County History Center,York County Heritage Trust,USD
NC,United States,,NA,Methodist University,Methodist University,USD
MA,United States,,NA,Dover Town Library,Dover Town Library,USD
ON,Canada,,NA,County of Simcoe,County of Simcoe,USD
QLD,Australia,,EMEA ANZ,Forest Lake State School,Softlink Australia Pty Ltd - Forest Lake State School,USD
New South Wales,Australia,,EMEA ANZ,Creative Australia,Creative Australia,USD
MI,United States,,NA,Midwest Collaborative for Library Services,Midwest Collaborative for Library Services - MCLS,USD
MO,United States,,NA,Oracle America Inc,Oracle America Inc,USD
QLD,Australia,,EMEA ANZ,Pine Rivers State High School,Softlink Australia Pty Ltd - Pine Rivers State High School,USD
NE,United States,,NA,Morton-James Public Library,Morton-James Public Library,USD
TN,United States,,NA,Rutherford County School District,Rutherford County School District,USD
QLD,Australia,,EMEA ANZ,Nairne Primary School,Softlink Australia Pty Ltd - Nairne Primary School,USD
KY,United States,,NA,Owensboro Community and Technical College,Owensboro Community And Technical College,USD
AL,United States,,NA,Odenville Public Library,Book Systems Inc - Odenville Public Library,USD
QLD,Australia,,EMEA ANZ,Aquinas College Boys school,Softlink Australia Pty Ltd - Aquinas College Boys school,USD
